신고/허가번호,업소명,업종,업태,소재지(지번),소재지(도로명),전화번호,신고/허가일,영업장면적-조리장(㎡),영업장면적-객실(㎡),영업장면적-객석(㎡),영업장면적-갱의실(㎡),영업장면적-무도장(㎡),영업장면적-기타(㎡),화장실(업소내)(㎡),면적_작업장(㎡),면적_검사실(㎡),영업장면적_취식장(㎡),사무실면적(㎡),영업장진열판매면적(㎡),영업장창고보관면적(㎡)
19970139171,통키통키,일반음식점,통닭(치킨),부산광역시 북구 덕천동 336번지 12호,"부산광역시 북구 만덕대로39번길 44, (덕천동)",,1997-04-30,7.29,0,54.68,0,0,3.3,2.45,0,0,0,0,0,0
19970139229,챠우챠우,일반음식점,통닭(치킨),부산광역시 북구 덕천동 808번지,"부산광역시 북구 덕천로 74, (덕천동)",,1997-06-18,8.64,,14.4,,,,,0,0,0,0,0,0
19970139381,칠칠켄터키 덕천점,일반음식점,통닭(치킨),부산광역시 북구 덕천동 403번지 16호,"부산광역시 북구 덕천2길 25, (덕천동)",051-343-9277,1997-11-20,20.16,,67.2,,,,,0,0,0,0,0,0
19980139319,통키통키치킨,일반음식점,통닭(치킨),부산광역시 북구 금곡동 812번지 4호,"부산광역시 북구 금곡대로550번길 22, (금곡동)",,1998-12-30,5.75,,23.05,,,,,0,0,0,0,0,0
19990139019,스모프치킨,일반음식점,통닭(치킨),부산광역시 북구 만덕동 774번지 7호 벽산상가-5,"부산광역시 북구 덕천로 174, 5호 (만덕동, 벽산상가)",051-338-7773,1999-01-30,11,,12.65,,,,,0,0,0,0,0,0
19990139290,멕시코숯불치킨,일반음식점,통닭(치킨),부산광역시 북구 구포동 1222번지 22호,"부산광역시 북구 시랑로79번길 29, (구포동)",051-543-2585,1999-09-02,3.2,,15.07,,,,,0,0,0,0,0,0
19990139324,페리카나치킨,일반음식점,통닭(치킨),부산광역시 북구 구포동 690번지 3호,"부산광역시 북구 시랑로21번길 3, (구포동)",,1999-09-16,8.37,,15.06,,,,,0,0,0,0,0,0
19990139411,치킨프라자,일반음식점,통닭(치킨),부산광역시 북구 금곡동 811번지 0호 주공 7단지 상가-106,"부산광역시 북구 금곡대로550번길 23, 106호 (금곡동,주공 7단지 상가)",,1999-11-11,9.18,,18.02,,,,,0,0,0,0,0,0
19990139420,처갓집양념통닭,일반음식점,통닭(치킨),부산광역시 북구 화명동 1130번지 9호 상가 롯데캐슬멤버스-123,"부산광역시 북구 금곡대로 238, 상가동 123호 (화명동, 롯데캐슬멤버스)",,1999-11-19,22.3,0,19.5,0,0,0,0,0,0,0,0,0,0
19990139422,지코바양념통닭,일반음식점,통닭(치킨),부산광역시 북구 구포동 700번지 147호,"부산광역시 북구 시랑로24번가길 27, (구포동)",,1999-11-19,14.58,,14.04,,,,,0,0,0,0,0,0
20000139159,촌닭,일반음식점,통닭(치킨),부산광역시 북구 구포동 1218번지 18호,"부산광역시 북구 시랑로 72-1, (구포동)",051-336-1244,2000-04-20,17,,46.5,,,,2,0,0,0,0,0,0
20000139218,우리집비어(Beer),일반음식점,통닭(치킨),부산광역시 북구 화명동 733번지 현대상가 104호,"부산광역시 북구 화명대로 89, 104호 (화명동, 현대상가)",,2000-06-02,10,,27,,,,,0,0,0,0,0,0
20000139344,장모님양념통닭,일반음식점,통닭(치킨),부산광역시 북구 화명동 801번지 13호,"부산광역시 북구 화명대로94번길 36, (화명동)",,2000-08-29,14,,21.84,,,,,0,0,0,0,0,0
20000139404,맛있는파닭,일반음식점,통닭(치킨),부산광역시 북구 화명동 1415번지 4호,"부산광역시 북구 금곡대로318번길 12, 1층 (화명동)",,2000-10-23,7.2,,11.16,,,,,0,0,0,0,0,0
20000139369,멕시카나치킨,일반음식점,통닭(치킨),부산광역시 북구 덕천동 773번지 14호,"부산광역시 북구 만덕대로156번길 42, (덕천동)",,2000-09-25,8.3,,11.7,,,,2.25,0,0,0,0,0,0
20000139122,참대나무닭숯불바베큐,일반음식점,통닭(치킨),부산광역시 북구 만덕동 840번지 48호,"부산광역시 북구 덕천로294번길 5, (만덕동)",,2000-03-28,3.4,,12.56,,,,,0,0,0,0,0,0
20000139290,옛날통닭,일반음식점,통닭(치킨),부산광역시 북구 만덕동 760번지 3호,"부산광역시 북구 만덕3로16번길 24, (만덕동)",,2000-07-21,9,,20,,,,,0,0,0,0,0,0
20000139325,교촌치킨체인점,일반음식점,통닭(치킨),부산광역시 북구 만덕동 915번지 6호,"부산광역시 북구 만덕3로 44-1, (만덕동)",,2000-08-07,15.51,0,9.87,0,0,0,0,0,0,0,0,0,0
20000139199,썬더치킨,일반음식점,통닭(치킨),부산광역시 북구 덕천동 410번지 1호,"부산광역시 북구 만덕대로78번길 15, (덕천동)",,2000-05-19,12.32,,40.48,,,,,0,0,0,0,0,0
20010139070,호식이두마리치킨덕천점,일반음식점,통닭(치킨),부산광역시 북구 덕천동 422번지 1호,"부산광역시 북구 만덕대로102번길 27, (덕천동)",,2001-03-21,8.87,,34.27,,,,3,0,0,0,0,0,0
20010139058,꾸바꾸바참숯불바베큐,일반음식점,통닭(치킨),부산광역시 북구 덕천동 산 420번지 2호,"부산광역시 북구 의성로115번길 54, (덕천동)",,2001-03-12,10.34,,31.19,,,,3.41,0,0,0,0,0,0
20010139054,처갓집양념통닭,일반음식점,통닭(치킨),부산광역시 북구 덕천동 412번지 14호,"부산광역시 북구 의성로115번길 3, (덕천동)",,2001-03-09,9.43,,17.22,,,,,0,0,0,0,0,0
20010139134,로데오치킨,일반음식점,통닭(치킨),부산광역시 북구 구포동 1218번지 3호,"부산광역시 북구 시랑로 66, (구포동)",051-334-5070,2001-04-26,11.76,,128.9,,,,10.54,0,0,0,0,0,0
20010139198,석천냉면곰탕,일반음식점,통닭(치킨),부산광역시 북구 금곡동 57번지 10호 가 금곡3단지주공-103,"부산광역시 북구 효열로162번길 189, 가동 103호 (금곡동,금곡3단지주공)",051-362-5402,2001-05-18,11.47,,36.54,,,,1.44,0,0,0,0,0,0
20010139476,교촌치킨화명1호점,일반음식점,통닭(치킨),부산광역시 북구 화명동 1417번지 15호,"부산광역시 북구 산성로12번길 72, (화명동)",,2001-08-28,22.19,0,9.09,0,0,0,0,0,0,0,0,0,0
20010139703,꼬꼬통닭,일반음식점,통닭(치킨),부산광역시 북구 덕천동 431번지 1호,"부산광역시 북구 만덕대로28번길 39, (덕천동)",,2001-12-21,14.36,,44,,,,,0,0,0,0,0,0
20010139735,땅땅치킨구남역점,일반음식점,통닭(치킨),부산광역시 북구 구포동 1087번지 4호,"부산광역시 북구 백양대로1015번길 15, (구포동)",051-335-7766,2001-12-28,7.44,,107.04,,,,2.24,0,0,0,0,0,0
20020139059,노랑통닭,일반음식점,통닭(치킨),부산광역시 북구 화명동 2316번지 7호 삼일빌딩-104,"부산광역시 북구 학사로17번가길 30, 104호 (화명동,삼일빌딩)",051-361-9200,2002-01-17,12.6,0,57.98,0,0,,2.16,0,0,0,0,0,0
20020139255,비비큐치킨카페화명신도시점,일반음식점,통닭(치킨),부산광역시 북구 화명동 2271번지 2호 새론타워-105,"부산광역시 북구 금곡대로303번길 61, 105호 (화명동,새론타워)",051-332-9981,2002-05-06,18.5,,33.3,,,,,0,0,0,0,0,0
20020139298,로데오치킨,일반음식점,통닭(치킨),부산광역시 북구 구포동 1087번지 8호,"부산광역시 북구 백양대로1015번길 6, (구포동)",,2002-06-05,7,,67.34,,,,2.34,0,0,0,0,0,0
20020139452,지코바숯불치킨,일반음식점,통닭(치킨),부산광역시 북구 화명동 2266번지 3호 코아프라자111호,"부산광역시 북구 금곡대로303번길 80, (화명동,코아프라자111호)",051-331-9123,2002-10-23,12,,12,,,,,0,0,0,0,0,0
20020139455,케네디로즈,일반음식점,통닭(치킨),부산광역시 북구 구포동 1212번지 6호,"부산광역시 북구 시랑로 44-1, (구포동)",,2002-10-28,12,,55,,,,3.7,0,0,0,0,0,0
20020139575,신촌치킨,일반음식점,통닭(치킨),부산광역시 북구 화명동 2287번지 1호 리버사이드상가207호,"부산광역시 북구 금곡대로285번길 19, (화명동,리버사이드상가207호)",,2002-12-24,,,,,,29.46,,0,0,0,0,0,0
20030139163,불타는바베큐숯불구이,일반음식점,통닭(치킨),부산광역시 북구 덕천동 423번지 12호,"부산광역시 북구 의성로115번길 132, (덕천동)",,2003-04-08,9,,9.9,,,,1,0,0,0,0,0,0
20030139398,티바두마리치킨,일반음식점,통닭(치킨),부산광역시 북구 덕천동 317번지 34호,"부산광역시 북구 의성로73번길 19, (덕천동)",,2003-07-29,9.33,,18.75,,,,,0,0,0,0,0,0
20040139361,두리두리치킨,일반음식점,통닭(치킨),부산광역시 북구 덕천동 402번지 30호,"부산광역시 북구 만덕대로28번길 18, (덕천동)",051-331-7989,2004-06-18,8.1,,32.32,,,,1.5,0,0,0,0,0,0
20030139573,교촌치킨화명3호점,일반음식점,통닭(치킨),부산광역시 북구 화명동 182번지 5호,"부산광역시 북구 금곡대로 414, (화명동)",,2003-11-29,13.6,,17.6,,,,,0,0,0,0,0,0
20030139605,티바두마리치킨만덕점,일반음식점,통닭(치킨),부산광역시 북구 만덕동 840번지 45호,"부산광역시 북구 덕천로294번길 13, (만덕동)",051-334-1155,2003-12-16,6.25,,28.85,,,,,0,0,0,0,0,0
20040139072,우리쌀100% 쌀통닭,일반음식점,통닭(치킨),부산광역시 북구 화명동 2271번지 2호 화명새론타워102호,"부산광역시 북구 금곡대로303번길 61, (화명동,화명새론타워102호)",,2004-03-03,23.6,,83.46,,,,,0,0,0,0,0,0
20040139106,오븐에꾸운닭만덕1호점,일반음식점,통닭(치킨),부산광역시 북구 만덕동 918번지 13호,"부산광역시 북구 만덕3로 55-1, (만덕동)",,2004-03-25,15.39,0,63.96,0,0,,0,0,0,0,0,0,0
20040139136,호식이두마리치킨,일반음식점,통닭(치킨),부산광역시 북구 만덕동 914번지 14호,"부산광역시 북구 만덕3로48번나길 18-1, (만덕동)",,2004-04-20,15.02,0,61.82,0,0,0,0,0,0,0,0,0,0
20040139445,지코바숯불양념치킨,일반음식점,통닭(치킨),부산광역시 북구 덕천동 387번지 27호,"부산광역시 북구 의성로109번길 57, (덕천동)",,2004-06-30,8.8,,10.12,,,,,0,0,0,0,0,0
20040139583,또래오래(신모라구남점),일반음식점,통닭(치킨),부산광역시 북구 구포동 905번지 1호 한솔빌라103호,"부산광역시 북구 백양대로1050번길 19, (구포동,한솔빌라103호)",051-331-5664,2004-08-23,9.5,,19.5,,,,,0,0,0,0,0,0
20040139619,치킨신드롬(화명1호점),일반음식점,통닭(치킨),부산광역시 북구 화명동 2315번지 3호,"부산광역시 북구 학사로 1, (화명동)",051-332-9996,2004-09-09,16,,20.74,,,3.25,3.9,0,0,0,0,0,0
20040139699,비에이치씨,일반음식점,통닭(치킨),부산광역시 북구 구포동 1217번지 8호,"부산광역시 북구 시랑로 62, (구포동)",,2004-10-26,11.35,,18.65,,,,,0,0,0,0,0,0
20040139777,오븐에꾸운닭(화명점),일반음식점,통닭(치킨),"부산광역시 북구 화명동 2275번지 6호 성문타워-106,107","부산광역시 북구 화명신도시로 115, 106,107호 (화명동, 성문타워)",,2004-12-09,34.3,,103.09,,,58.29,,0,0,0,0,0,0
20040139792,장충당,일반음식점,통닭(치킨),"부산광역시 북구 화명동 2267번지 2호 장원아카데미102,103호","부산광역시 북구 금곡대로303번길 62, (화명동,장원아카데미102,103호)",051-362-1122,2004-12-17,16.2,,76.72,,,,,0,0,0,0,0,0
20050139055,오븐마루,일반음식점,통닭(치킨),부산광역시 북구 덕천동 387번지 4호,"부산광역시 북구 만덕대로 82, (덕천동)",,2005-02-24,12.48,,28.16,,,,,0,0,0,0,0,0
20050139102,페리카나화명점,일반음식점,통닭(치킨),부산광역시 북구 화명동 1417번지 6호,"부산광역시 북구 산성로12번길 74, (화명동)",,2005-04-11,9.43,,7.38,,,,,0,0,0,0,0,0
20050139118,지코바숯불치킨,일반음식점,통닭(치킨),부산광역시 북구 만덕동 927번지 1호 107 대성상가-110,"부산광역시 북구 만덕2로44번길 72, 107동 110호 (만덕동, 대성상가)",,2005-04-22,9.6,,28.94,,,,,0,0,0,0,0,0
20050139159,무봤나촌닭,일반음식점,통닭(치킨),부산광역시 북구 화명동 2275번지 3호 메트로프라자102호,"부산광역시 북구 화명신도시로 117, (화명동,메트로프라자102호)",,2005-05-13,20.5,,38.15,,,,,0,0,0,0,0,0
20050139177,우리동네 아재집,일반음식점,통닭(치킨),부산광역시 북구 만덕동 844번지 12호,"부산광역시 북구 상리로 30, (만덕동)",,2005-05-30,12.6,,17.5,,,,,0,0,0,0,0,0
20050139201,반반식당,일반음식점,통닭(치킨),부산광역시 북구 화명동 2276번지 4호 큐빅스타워 105호,"부산광역시 북구 금곡대로285번길 46, (화명동,큐빅스타워 105호)",,2005-06-17,6.25,,46.68,,,,,0,0,0,0,0,0
20050139244,맘스터치(화명점),일반음식점,통닭(치킨),"부산광역시 북구 화명동 2322번지 수정마을주공@상가109호,110호","부산광역시 북구 학사로17번길 27, 109,110호 (화명동, 수정마을주공@상가)",,2005-07-26,16.53,,31.47,,,,,0,0,0,0,0,0
20050139302,교촌치킨화명신도시점,일반음식점,통닭(치킨),부산광역시 북구 화명동 2266번지 1호 -101,"부산광역시 북구 금곡대로303번길 94, 101호 (화명동, 화명동 더누림 오피스텔)",,2005-09-05,22.02,,20.1,,,6.39,,0,0,0,0,0,0
20060139037,맛돌돌두마리치킨,일반음식점,통닭(치킨),부산광역시 북구 구포동 1075번지 131호,"부산광역시 북구 구남언덕로 15, (구포동)",,2006-02-06,4.62,,11.18,,,,,0,0,0,0,0,0
20060139043,비에이치씨(BHC)만덕점,일반음식점,통닭(치킨),부산광역시 북구 만덕동 256번지 8호,"부산광역시 북구 만덕2로44번길 71, (만덕동)",,2006-02-10,29.57,,9.5,,,,1.8,0,0,0,0,0,0
20060139052,오븐에꾸운닭,일반음식점,통닭(치킨),부산광역시 북구 화명동 2316번지 5호,"부산광역시 북구 학사로17번가길 20, (화명동)",051-331-5992,2006-02-16,14.4,,111.04,,,12,5,0,0,0,0,0,0
20060139097,네네치킨,일반음식점,통닭(치킨),부산광역시 북구 금곡동 67번지 12호,"부산광역시 북구 효열로275번길 49, (금곡동)",,2006-03-24,13.6,,16.8,,,6.12,,0,0,0,0,0,0
20060139245,상문치킨,일반음식점,통닭(치킨),부산광역시 북구 화명동 2267-1번지 샤롯데플러스 104호,"부산광역시 북구 금곡대로303번길 70, 104호 (화명동, 샤롯데플러스)",,2006-08-01,12.24,,26.26,,,,,0,0,0,0,0,0
20060139361,비비큐(BBQ)치킨만덕점,일반음식점,통닭(치킨),부산광역시 북구 만덕동 908번지 7호 신만덕길74,"부산광역시 북구 만덕3로 34, (만덕동,신만덕길74)",,2006-11-17,15.17,,10.36,,,34.75,2.25,0,0,0,0,0,0
20070139058,썬더치킨(구포1호점),일반음식점,통닭(치킨),부산광역시 북구 구포동 1248번지 7호 상가 백조그린타운-5,"부산광역시 북구 시랑로 158, 상가동 5호 (구포동, 백조그린타운)",,2007-03-09,7.77,,56.11,,,,3.5,0,0,0,0,0,0
20070139064,두닭,일반음식점,통닭(치킨),부산광역시 북구 구포동 1206번지 12호,"부산광역시 북구 팽나무로 32, (구포동)",051-343-0074,2007-03-19,12,,22.95,,,,6.3,0,0,0,0,0,0
20070139089,굽네치킨,일반음식점,통닭(치킨),부산광역시 북구 만덕동 927번지 1호 106 -106,"부산광역시 북구 만덕2로44번길 72, 106동 106호 (만덕동)",,2007-04-11,18,,23.4,,,,,0,0,0,0,0,0
20070139155,동키치킨,일반음식점,통닭(치킨),부산광역시 북구 금곡동 69번지 3호,"부산광역시 북구 효열로 231, (금곡동)",051-361-2677,2007-05-31,7.9,,16.8,,,,,0,0,0,0,0,0
20070139259,구포점굽네치킨,일반음식점,통닭(치킨),부산광역시 북구 구포동 1216번지 2호,"부산광역시 북구 시랑로47번길 4, (구포동)",051-334-3236,2007-08-08,,,,,,33.3,,0,0,0,0,0,0
20070139327,아웃닭(outdark),일반음식점,통닭(치킨),부산광역시 북구 덕천동 416번지 15호,"부산광역시 북구 만덕대로28번길 29, (덕천동)",051-337-6544,2007-10-02,16.25,,71.15,,,,6,0,0,0,0,0,0
20070139329,멕시카나,일반음식점,통닭(치킨),부산광역시 북구 만덕동 916번지 10호,"부산광역시 북구 만덕3로 56, 1층 (만덕동)",051-338-7080,2007-10-04,16.26,,31,,,10.76,,0,0,0,0,0,0
20080139025,부산불닭발,일반음식점,통닭(치킨),부산광역시 북구 덕천동 349번지 38호,"부산광역시 북구 금곡대로13번길 28, (덕천동)",,2008-01-21,9,0,67.34,0,0,0,3.75,0,0,0,0,0,0
20080139027,네네치킨만덕점,일반음식점,통닭(치킨),부산광역시 북구 만덕동 839번지 1호 7 동원상가-103,"부산광역시 북구 덕천로 280, 7동 103호 (만덕동, 동원상가)",,2008-01-22,10.8,,15.2,,,,,0,0,0,0,0,0
20080139074,네네치킨화명2호점,일반음식점,통닭(치킨),부산광역시 북구 화명동 2316번지 9호,"부산광역시 북구 학사로17번나길 7, (화명동)",051-365-4492,2008-03-10,17,,21.62,,,,,0,0,0,0,0,0
20080139309,굽네치킨금곡점,일반음식점,통닭(치킨),부산광역시 북구 금곡동 64번지 5호,"부산광역시 북구 효열로 207, (금곡동)",051-361-8294,2008-08-22,15.3,,13.5,,,,,0,0,0,0,0,0
20080139318,압구정봉구비어,일반음식점,통닭(치킨),부산광역시 북구 화명동 2315번지 4호 청용빌딩-103,"부산광역시 북구 학사로17번가길 21, (화명동, 청용빌딩 103호)",,2008-08-29,,,,,,49.5,,0,0,0,0,0,0
20080139366,닭이땡기네,일반음식점,통닭(치킨),부산광역시 북구 구포동 553번지 1호,"부산광역시 북구 낙동대로1762번가길 23, (구포동)",,2008-10-08,7.5,,39.3,,,,6.48,0,0,0,0,0,0
20080139426,화명점굽네치킨,일반음식점,통닭(치킨),부산광역시 북구 화명동 2287번지 1호 리버사이드빌딩 107-1,"부산광역시 북구 금곡대로285번길 19, (화명동,리버사이드빌딩 107-1)",,2008-11-25,24.44,,40.06,,,,,0,0,0,0,0,0
20090139130,종국이두마리치킨,일반음식점,통닭(치킨),부산광역시 북구 구포동 816번지 1호 근영하이츠빌라-103,"부산광역시 북구 모분재로105번길 10, 103호 (구포동, 근영하이츠빌라)",,2009-04-24,13.76,0,29.74,0,0,0,0,0,0,0,0,0,0
20090139143,티바두마리치킨,일반음식점,통닭(치킨),부산광역시 북구 금곡동 1425번지 5호,"부산광역시 북구 효열로 73, (금곡동)",,2009-04-30,20,,39.4,,,,,0,0,0,0,0,0
20090139147,호식이두마리치킨,일반음식점,통닭(치킨),부산광역시 북구 화명동 1170번지 1호 화명대림타운상가동 211호,"부산광역시 북구 금곡대로 270, 211호 (화명동, 화명대림타운상가동)",,2009-04-30,16.8,,16.85,,,,,0,0,0,0,0,0
20090139256,꼬꼬아찌화명점,일반음식점,통닭(치킨),"부산광역시 북구 화명동 2275번지 5호 스카이타워 103,105호","부산광역시 북구 금곡대로285번길 62, (화명동,스카이타워 103,105호)",051-361-6997,2009-07-16,13.2,,76.4,,,,,0,0,0,0,0,0
20090139279,신불닭발,일반음식점,통닭(치킨),부산광역시 북구 덕천동 395번지 10호 문화연립 1층,"부산광역시 북구 만덕대로178번길 22, (덕천동,문화연립 1층)",070-8753-8892,2009-07-31,10,,15.26,,,,,0,0,0,0,0,0
20090139289,보약밥상현미김밥,일반음식점,통닭(치킨),부산광역시 북구 화명동 2267번지 1호 샤롯데플러스 104호,"부산광역시 북구 금곡대로303번길 70, (화명동,샤롯데플러스 104호)",051-361-3666,2009-08-07,18.06,,20.44,,,,,0,0,0,0,0,0
20090139362,킨불라앤단두리치킨,일반음식점,통닭(치킨),부산광역시 북구 화명동 1150번지 동원로얄듀크주상가동 409호,"부산광역시 북구 금곡대로 224, 409호 (화명동, 동원로얄듀크주상가동)",051-363-9285,2009-09-18,11.56,0,13.97,0,0,0,0,0,0,0,0,0,0
20090139368,노랑통닭,일반음식점,통닭(치킨),부산광역시 북구 덕천동 383번지 14호,"부산광역시 북구 덕천1길 59, (덕천동)",,2009-09-18,9.87,,52.94,,,,4.34,0,0,0,0,0,0
20090139418,비에이치씨(BHC)덕천점,일반음식점,통닭(치킨),부산광역시 북구 덕천동 419번지 5호,"부산광역시 북구 의성로115번길 46, 1층 (덕천동)",051-338-3737,2009-10-28,6,,18.84,,,,,0,0,0,0,0,0
20100139003,땅땅치킨구포3점,일반음식점,통닭(치킨),부산광역시 북구 구포동 1219번지 47호 금강빌라-102,"부산광역시 북구 팽나무로8번길 138, 102호 (구포동,금강빌라)",,2010-01-04,24.18,,40.92,,,,,0,0,0,0,0,0
20100139218,티바두마리치킨,일반음식점,통닭(치킨),부산광역시 북구 화명동 2274번지 3호 상뜨레-뷰-107,"부산광역시 북구 화명대로 10, 107호 (화명동,상뜨레-뷰)",,2010-05-26,12.2,,16.1,,,,,0,0,0,0,0,0
20100139228,썬더치킨,일반음식점,통닭(치킨),부산광역시 북구 만덕동 313번지,"부산광역시 북구 만덕2로 34, (만덕동)",,2010-06-08,23.22,,67.42,,,,14.7,0,0,0,0,0,0
20100139231,구어진닭화명점 탕슈탕슈,일반음식점,통닭(치킨),부산광역시 북구 화명동 1150번지 동원로얄듀크 주상가동-209,"부산광역시 북구 금곡대로 222, 209호 (화명동, 동원로얄듀크 주상가동)",,2010-06-08,12.3,,12.2,,,,,0,0,0,0,0,0
20100139302,또래오래(금곡점),일반음식점,통닭(치킨),부산광역시 북구 금곡동 95번지 6호,"부산광역시 북구 금곡대로616번길 41, (금곡동)",,2010-08-13,11.02,12.76,0,0,0,0,0,0,0,0,0,0,0
20100139324,치킨매니아,일반음식점,통닭(치킨),부산광역시 북구 화명동 1130번지 9호 롯데캐슬맴버스 상가동 126호,"부산광역시 북구 금곡대로 238, 상가동 126호 (화명동, 롯데캐슬맴버스)",051-323-8856,2010-09-02,24.3,,30.3,,,,,0,0,0,0,0,0
20100139349,두존두마리치킨,일반음식점,통닭(치킨),부산광역시 북구 만덕동 136번지 1호,"부산광역시 북구 덕천로 343, (만덕동)",,2010-10-04,10,,31.35,,,,2.72,0,0,0,0,0,0
20110139012,모두랑치킨,일반음식점,통닭(치킨),부산광역시 북구 덕천동 354번지 1호 부국아파트8동 816호,"부산광역시 북구 만덕대로27번길 20, 8동 816호 (덕천동, 부국아파트)",051-333-0875,2011-01-14,10.26,,28.5,,,,,0,0,0,0,0,0
20110139068,복닭치킨,일반음식점,통닭(치킨),부산광역시 북구 덕천동 386번지 19호 1층 일부,"부산광역시 북구 만덕대로78번길 6, (덕천동,1층 일부)",,2011-02-28,13.9,,7.6,,,,,0,0,0,0,0,0
20110139236,옛날통닭,일반음식점,통닭(치킨),부산광역시 북구 구포동 614번지 16호,"부산광역시 북구 구포시장길 56, (구포동)",051-337-3335,2011-07-05,6.42,,35.2,,,,3.51,0,0,0,0,0,0
20110139283,맛있는파닭,일반음식점,통닭(치킨),부산광역시 북구 구포동 1207번지 2호 (1층),"부산광역시 북구 모분재로 31, (구포동,(1층))",051-334-9289,2011-08-19,9.2,,21.76,,,,,0,0,0,0,0,0
20110139341,지코바양념치킨,일반음식점,통닭(치킨),부산광역시 북구 금곡동 56번지 1호 한솔상가-111호,"부산광역시 북구 효열로235번길 36, 111호 (금곡동, 한솔상가)",,2011-09-30,11.8,,11.15,,,,,0,0,0,0,0,0
20110139357,김가네얼큰이구이,일반음식점,통닭(치킨),부산광역시 북구 구포동 1260번지 1호 상가 전원아트빌라-103,"부산광역시 북구 시랑로 98, 상가동 103호 (구포동,전원아트빌라)",051-341-3331,2011-10-07,11.61,,25,,,,,0,0,0,0,0,0
20110139382,하림치킨,일반음식점,통닭(치킨),부산광역시 북구 덕천동 348번지 30호,"부산광역시 북구 만덕대로15번길 27, (덕천동)",,2011-10-24,7.4,,16,,,,,0,0,0,0,0,0
20110139427,미쳐버린파닭,일반음식점,통닭(치킨),부산광역시 북구 덕천동 406번지 상가 한성@-5,"부산광역시 북구 만덕3로16번길 89, 1층 5호 (덕천동, 한성@상가동 )",,2011-11-30,13.2,,19.4,,,,,0,0,0,0,0,0
20110139431,치킨신드롬,일반음식점,통닭(치킨),부산광역시 북구 금곡동 96번지 1호 상가 유림2차-106,"부산광역시 북구 효열로 195, 상가동 106호 (금곡동, 유림2차)",051-362-7878,2011-12-05,13.92,,11.92,,,,,0,0,0,0,0,0
20120139071,구이예,일반음식점,통닭(치킨),부산광역시 북구 구포동 121번지 5호,"부산광역시 북구 만덕대로16번길 50, (구포동)",,2012-03-13,4.23,,8.79,,,,,0,0,0,0,0,0
20120139087,불막열삼,일반음식점,통닭(치킨),부산광역시 북구 구포동 1248번지 9호,"부산광역시 북구 시랑로 160, 1층 (구포동)",,2012-03-28,16.2,,42.2,,,,3.7,0,0,0,0,0,0
20120139144,양치기,일반음식점,통닭(치킨),부산광역시 북구 만덕동 231번지 15호,"부산광역시 북구 만덕3로 41-1, (만덕동)",,2012-05-04,8.64,15.84,,,,,,0,0,0,0,0,0
20120139167,달리는꼬꼬,일반음식점,통닭(치킨),부산광역시 북구 만덕동 675번지 1호,"부산광역시 북구 만덕1로 90-1, (만덕동)",051-332-9448,2012-05-23,7.04,,16.35,,,,,0,0,0,0,0,0
20120139182,오!닭,일반음식점,통닭(치킨),부산광역시 북구 구포동 1084번지 3호 협진@ 지하1층-1-11,"부산광역시 북구 백양대로 1029, 1-11호 (구포동, 협진@ 지하1층)",,2012-06-01,9.1,,16.3,,,,,0,0,0,0,0,0
20120139217,헤까닭,일반음식점,통닭(치킨),부산광역시 북구 만덕동 911번지 3호 상가 럭키만덕아파트-214,"부산광역시 북구 덕천로234번길 24, 상가동 2층 214호 (만덕동, 럭키만덕아파트)",,2012-07-02,7.5,,20.19,,,,,0,0,0,0,0,0
20120139269,신얼큰이구이,일반음식점,통닭(치킨),부산광역시 북구 만덕동 839번지 1호 9 동원맨션-106,"부산광역시 북구 덕천로 290, 9동 106호 (만덕동, 동원맨션)",,2012-08-17,11.6,,22.3,,,,,0,0,0,0,0,0
20120139281,땅땅치킨금곡점,일반음식점,통닭(치킨),"부산광역시 북구 금곡동 97번지 7호 -107,108","부산광역시 북구 효열로 210, 107,108호 (금곡동)",,2012-08-27,20.28,,63.38,,,7.6,,0,0,0,0,0,0
20120139369,피자알볼로화명점,일반음식점,통닭(치킨),부산광역시 북구 화명동 2268번지 2호 낙천탕-102,"부산광역시 북구 금곡대로303번길 38, 102호 (화명동, 낙천탕)",,2012-11-14,50.8,0,42.04,0,0,,0,0,0,0,0,0,0
20120139383,처갓집양념통닭,일반음식점,통닭(치킨),부산광역시 북구 구포동 1235번지 12호,"부산광역시 북구 시랑로 137, (구포동)",,2012-12-03,11.5,,15.7,,,9.7,,0,0,0,0,0,0
20130139009,처갓집 양념치킨,일반음식점,통닭(치킨),부산광역시 북구 만덕동 311번지,"부산광역시 북구 만덕2로 32, (만덕동)",,2013-01-10,5.04,,23.07,,,,1,0,0,0,0,0,0
20130139021,옛날통닭,일반음식점,통닭(치킨),부산광역시 북구 화명동 313번지 2호 화명동부종합상가-124,"부산광역시 북구 양달로 74, 124호 (화명동, 화명동부종합상가)",051-362-4008,2013-01-22,,,,,,20.35,,0,0,0,0,0,0
20130139166,썬더치킨(금곡1호점),일반음식점,통닭(치킨),부산광역시 북구 금곡동 199번지 9호,"부산광역시 북구 효열로 219, (금곡동)",,2013-05-21,15.5,0,43.8,0,0,0,0,0,0,0,0,0,0
20130139169,쌀통닭,일반음식점,통닭(치킨),부산광역시 북구 화명동 2277번지 5호 월드타워-104,"부산광역시 북구 금곡대로285번길 22, 104호 (화명동, 월드타워)",051-363-0008,2013-05-22,29,0,21.8,0,0,,0,0,0,0,0,0,0
